project_path,task_points,final_points,status_message
hsaigot-scion-project,"{1: 0.6, 2: 0.6, 10: 2.4, 11: 2.0, 20: 1.2, 30: 1.7999999999999998, 31: 0.2, 32: 0, 33: 0, 40: 0}",8.799999999999999,RUN_FAILED_2
